customer_id,customer_name,segment,region_code,market,country,signup_date
C-0697,Tyrell S.r.l. 696,Mid-Market,EU,Southern Europe,France,2025-08-06
C-0698,Black Mesa Media,Mid-Market,US,US West,United States,2026-05-01
C-0699,Wonka Group 698,Enterprise,US,US Central,United States,2025-01-16
C-0700,Hooli Logistics 699,SMB,EU,UK & Ireland,United Kingdom,2024-06-14
C-0701,Northwind S.r.l.,SMB,EU,Southern Europe,France,2026-01-30
C-0702,Slate Media 701,Mid-Market,EU,DACH,Germany,2025-05-24
C-0703,Halcyon SAS 702,SMB,EU,DACH,Germany,2024-10-22
C-0704,Kestrel Media 703,Enterprise,US,US West,United States,2025-08-24
C-0705,Kestrel Industries,Enterprise,APAC,Southeast Asia,Singapore,2024-11-08
C-0706,Black Mesa Analytics 705,Enterprise,APAC,Japan,Japan,2025-04-29
C-0707,Stark Networks,SMB,APAC,ANZ,Australia,2026-03-29
C-0708,Globex Analytics 707,Mid-Market,EU,DACH,Germany,2025-09-11
C-0709,Kestrel Health 708,SMB,EU,Southern Europe,France,2025-02-01
C-0710,Kestrel Health 709,Mid-Market,US,US East,United States,2024-10-02
C-0711,Stark Logistics 710,SMB,US,US Central,United States,2025-02-03
C-0712,Soylent Logistik GmbH 711,Mid-Market,EU,Southern Europe,France,2024-04-15
C-0713,Wayne Manufacturing 712,SMB,US,US Central,United States,2024-04-12
C-0714,Northwind Retail 713,Mid-Market,US,US West,United States,2026-05-05
C-0715,Umbra Logistik GmbH 714,Enterprise,EU,UK & Ireland,United Kingdom,2025-10-14
C-0716,Umbra Industries 715,SMB,APAC,Southeast Asia,Singapore,2024-05-17
C-0717,Pied Piper SAS 716,Mid-Market,US,US East,United States,2026-06-13
C-0718,Vandelay Group 717,Mid-Market,APAC,Southeast Asia,Singapore,2026-02-25
C-0719,Hooli Networks 718,SMB,APAC,Southeast Asia,Singapore,2025-03-11
C-0720,Wayne Health 719,SMB,US,US West,United States,2026-03-25
C-0721,Lumen Industries,SMB,APAC,Southeast Asia,Singapore,2024-06-10
C-0722,Cyberdyne Logistik GmbH 721,Enterprise,US,US East,United States,2025-01-26
C-0723,Acme Energy,SMB,EU,UK & Ireland,United Kingdom,2024-02-10
C-0724,Aperture Energy 723,SMB,EU,DACH,Germany,2024-01-14
C-0725,Vandelay Retail 724,Mid-Market,EU,Southern Europe,France,2025-07-20
C-0726,Aperture Labs 725,SMB,EU,DACH,Germany,2024-03-05
C-0727,Wayne Holdings 726,Mid-Market,EU,UK & Ireland,United Kingdom,2026-04-04
C-0728,Vertex Energy,Enterprise,EU,DACH,Germany,2026-06-23
C-0729,Vandelay Industries 728,Mid-Market,US,US East,United States,2024-03-12
C-0730,Initech Networks 729,SMB,US,US West,United States,2026-01-13
C-0731,Northwind Systems,Enterprise,EU,DACH,Germany,2025-07-30
C-0732,Aurora Ltd 731,Enterprise,APAC,Japan,Japan,2024-10-19
C-0733,Wonka Retail 732,Mid-Market,EU,UK & Ireland,United Kingdom,2024-06-25
C-0734,Vandelay Systems 733,SMB,US,US West,United States,2024-01-31
C-0735,Aurora B.V. 734,SMB,US,US Central,United States,2026-02-05
C-0736,Wonka Manufacturing 735,Mid-Market,EU,Benelux & Nordics,Netherlands,2026-05-10
C-0737,Kestrel Logistik GmbH 736,SMB,EU,DACH,Germany,2025-10-28
C-0738,Slate Logistics 737,Mid-Market,EU,DACH,Germany,2024-09-21
C-0739,Aurora Logistik GmbH 738,Enterprise,US,US Central,United States,2025-09-18
C-0740,Wayne Pty Ltd 739,SMB,APAC,ANZ,Australia,2024-11-23
C-0741,Zenith Logistik GmbH 740,Mid-Market,APAC,Greater China,China,2024-04-13
C-0742,Lumen Ltd,Enterprise,US,US Central,United States,2026-04-04
C-0743,Globex S.r.l. 742,SMB,US,US Central,United States,2024-08-31
C-0744,Black Mesa Holdings 743,SMB,US,US East,United States,2024-04-26
C-0745,Cyberdyne Retail 744,SMB,APAC,Southeast Asia,Singapore,2026-03-11
C-0746,Halcyon Ltd 745,Enterprise,US,US West,United States,2025-01-15
C-0747,Meridian B.V. 746,Enterprise,APAC,Greater China,China,2026-02-17
C-0748,Meridian SAS 747,Mid-Market,APAC,Southeast Asia,Singapore,2025-12-17
C-0749,Umbra Ltd,Mid-Market,EU,DACH,Germany,2025-05-24
C-0750,Initech Labs 749,Enterprise,US,US Central,United States,2024-11-23
C-0751,Lumen Logistics 750,Mid-Market,US,US West,United States,2025-03-29
C-0752,Initech SAS 751,SMB,EU,Benelux & Nordics,Netherlands,2025-05-12
C-0753,Cybertron Networks 752,Mid-Market,APAC,ANZ,Australia,2025-08-10
C-0754,Aurora Pty Ltd 753,Mid-Market,EU,DACH,Germany,2025-04-23
C-0755,Soylent Group 754,Enterprise,EU,Benelux & Nordics,Netherlands,2025-04-29
C-0756,Lumen Group 755,SMB,US,US West,United States,2025-04-16
C-0757,Cybertron Systems,Mid-Market,EU,Southern Europe,France,2024-09-03
C-0758,Lumen Holdings 757,Mid-Market,EU,Benelux & Nordics,Netherlands,2026-02-04
C-0759,Hooli S.r.l. 758,Mid-Market,EU,UK & Ireland,United Kingdom,2024-08-23
C-0760,Globex Energy 759,Mid-Market,EU,Southern Europe,France,2026-05-28
C-0761,Zenith Financial 760,SMB,US,US West,United States,2024-07-04
C-0762,Aperture Financial 761,Enterprise,EU,Benelux & Nordics,Netherlands,2025-07-07
C-0763,Zenith B.V. 762,Mid-Market,APAC,ANZ,Australia,2024-10-19
C-0764,Slate Logistik GmbH 763,Mid-Market,APAC,Greater China,China,2025-11-09
C-0765,Stark Retail 764,Enterprise,US,US East,United States,2024-11-22
C-0766,Aperture Manufacturing,Enterprise,EU,DACH,Germany,2025-09-29
C-0767,Black Mesa Ltd,Enterprise,US,US East,United States,2025-03-09
C-0768,Black Mesa Manufacturing 767,SMB,EU,DACH,Germany,2026-02-25
C-0769,Lumen Manufacturing 768,Mid-Market,US,US West,United States,2025-09-17
C-0770,Wayne Networks 769,SMB,EU,UK & Ireland,United Kingdom,2025-10-08
C-0771,Slate Logistik GmbH 770,Mid-Market,EU,UK & Ireland,United Kingdom,2024-08-31
C-0772,Cyberdyne Industries,Enterprise,EU,DACH,Germany,2025-11-15
C-0773,Northwind S.r.l. 772,Mid-Market,US,US East,United States,2024-08-01
C-0774,Pied Piper Industries,SMB,US,US East,United States,2025-05-19
C-0775,Wonka Energy,Mid-Market,US,US East,United States,2026-01-28
C-0776,Northwind Health,Mid-Market,EU,Southern Europe,France,2026-06-26
C-0777,Aperture B.V.,SMB,EU,UK & Ireland,United Kingdom,2025-07-22
C-0778,Initech Systems 777,Enterprise,US,US West,United States,2025-03-25
C-0779,Hooli Holdings 778,SMB,EU,DACH,Germany,2026-06-29
C-0780,Wonka Financial,Mid-Market,EU,DACH,Germany,2024-03-28
C-0781,Pied Piper Group,Mid-Market,APAC,Greater China,China,2025-08-12
C-0782,Zenith Group 781,Enterprise,EU,Benelux & Nordics,Netherlands,2025-12-28
C-0783,Stark SAS 782,Enterprise,US,US Central,United States,2026-01-04
C-0784,Lumen Labs 783,SMB,US,US Central,United States,2025-09-13
C-0785,Pied Piper Systems,Mid-Market,US,US East,United States,2025-12-24
C-0786,Globex Systems 785,Enterprise,APAC,ANZ,Australia,2026-05-23
C-0787,Lumen Analytics 786,SMB,US,US West,United States,2025-06-18
C-0788,Vertex Financial 787,Enterprise,EU,UK & Ireland,United Kingdom,2025-12-14
C-0789,Northwind Networks 788,Mid-Market,APAC,Greater China,China,2024-07-28
C-0790,Vandelay B.V. 789,SMB,EU,UK & Ireland,United Kingdom,2025-09-26
C-0791,Aurora Financial 790,Mid-Market,US,US West,United States,2025-01-05
C-0792,Massive Ltd 791,SMB,EU,Benelux & Nordics,Netherlands,2025-08-06
C-0793,Tyrell Media 792,Mid-Market,US,US East,United States,2026-03-21
C-0794,Vandelay Group 793,Mid-Market,APAC,ANZ,Australia,2024-08-06
C-0795,Black Mesa Networks 794,Mid-Market,EU,DACH,Germany,2024-01-03
C-0796,Tyrell Logistics 795,Mid-Market,APAC,Southeast Asia,Singapore,2025-11-09
C-0797,Wayne SAS 796,Enterprise,US,US Central,United States,2025-03-07
C-0798,Black Mesa Ltd 797,Mid-Market,EU,Southern Europe,France,2026-04-02
C-0799,Wonka Group 798,SMB,APAC,Japan,Japan,2024-09-03
C-0800,Meridian Pty Ltd 799,SMB,US,US Central,United States,2025-03-28
